رقم النسخة;العنوان;المؤلف;الناشر;السنة;مكان النشر;الطبعة;الشفرة
16217;تاريخ الدولة العربية: : تاريخ العرب منذ ظهور الإسلام حتى سقوط الدولة الأموية;السيد عبد العزيز سالم;مؤسسة شباب الجامعة;2001;القاهرة;;327.09/14
16218;الفنون الإسلامية في العصر العثماني;ربيع حامد خليفة;مكتبة زهراء الشرق;2001;القاهرة;;327.09/15
16219;مجموعة الوثائق السياسية في العهد النبوي و الخلافة الراشدة;محمد حميد الله الحيدري آبادى;مكتبة مدبولي;2000;القاهرة;ط1.;327.09/16
16220;نظام الحكم في الإسلام;منصور الرفاعي عبيد;منصور الرفاعي عبيد;2001;القاهرة;;327.09/17
16232;في تاريخ الأفكار السياسية و تنظير السلطة;محمد نصر مهنا;المكتب الجامعي الحديث;1999;الإسكندرية;;327.09/19
16237;النظام الإقليمي الخليجي;عبد الخالق عبد الله;المؤسسة الجامعية للدراسات;1998;لبنان;;327.09/20
16248;الحرب العالمية الأولى: : عرض مصور;عمر الديراوي;;;;;327.09/21
16258;الحركة الوطنية الجزائرية 1900-1930;أبو القاسم سعد الله;دار الغرب الإسلامي;1992;بيروت;4;327.09/23
16260;شجرة الحضارة 2;رالف لنتون;موفم للنشر;1990;الجزائر;;24/327.09
16262;ذاكرة عصر : (خمسون عاما في خدمة الإعلام و الإتصال);إرقيه بورج;دار الفرابي;2001;بيروت;;327.09/25
16265;في سبيل تكوين نضالي : : نصوص أساسية للثورة الجزائرية;منشورات الحزب;المؤسسة الجزائرية;1975;الجزائر;;327.09/26
16266;مصطفى بن بولعيد و الثورة الجزائرية 1374 ه-1954 م;جمعية أول نوفمبر;دار الهدى;1999;الجزائر;;327.09/27
16267;نحن والتاريخ : مطالب وتساؤلات في صناعة التأريخ وصنع التاريخ;قسطنطين زريق;دار العلم للملايين;1985;بيروت;ط. 6 منقحة;327.09/28
16268;التاريخ اليوناني : (العصرالهللادي)-1-2;عبد اللطيف أحمد علي;دار النهضة العربية;1981;بيروت;;327.09/29
16270;معالم الفكر السياسي والإجتماعي عند الشيخ البشير الإبراهيمي;محمد رزمان;منشورات جامعة باتنة;1998;باتنة;;327.09/30
16292;الإتجاه السياسي عند إبن حزم الأندلسي;نجاه محسن;Ein;1999;مصر;;327.09/31
16293;الأصول اليونانية للفكر السياسي الغربي الحديث;فضل الله محمد إسماعيل;بستان المعرفة;2001;مصر;;327.09/32
16300;إيران وأربكان وصراع الخلافة;محيى عبد المنعم;دار الكتاب العربي;1998;دمشق;;327.09/33
16302;مضامين الرسائل الإخوانية في القرنين الثاني والثالث للهجرة;رابح العوبي;مطبعة سيبوس;2005;عنابة;;327.09/34
16320;إسرائيل التورات .. التاريخ التضليل;سيد القمني;دار قباء للطباعة والنشر والتوزيع;1998;القاهرة;;327.09/35
16330;حرب كوسوفو : الملف السري;إيريك لوران;عويدات للنشر والطباعة;1999;بيروت;;327.09/37
16334;تطور الفكر السياسي القديم من صولون حتى إبن خلدون .;مصطفى النشار;دار قباء;1999;القاهرة;;327.09/38
16336;الجهاد والحقوق الدولية العامة في الإسلام;ظافر القاسمي;دار العلم للملايين;1992;بيروت;;327.09/39
16338;ذكريات حرب اليمن 1962 - 1967;محمود عادل أحمد;مكتبة مدبولي;1992;القاهرة;;327.09/40
16340;صناعة الإنهيار;محيى عبد المنعم;دار الكتاب العربي;1998;دمشق;;327.09/41
16343;شرعية السلطة في الإسلام : دراسة مقارنة;عادل فتحي ثابت عبد الحافظ;دار الجامعة الجديدة للنشر;1996;القاهرة;;327.09/42
16347;السياسة العسكرية في عهد الرسول ص.;مصطفى أحمد كمال;دار الفكر العربي;2000;القاهرة;;327.09/43
16349;معالم تاريخ أوروبا في العصور الوسطى;محمود سعيد عمران;دار المعرفة الجامعية;2005;مصر;;327.09/44
16353;الصهيونية في الولايات المتحدة;مجدى نصيف;العربي للنشر والتوزيع;1978;مصر;;327.09/54
16356;عبد الناصر وثورة إيران;فتحي الديب;مركز الدراسات السياسية والإستراتيجية;2000;القاهرة;;327.09/46
16387;تاريخ العلاقات بين الشرق والغرب في العصور الوسطى;سعيد عبد الفتاح عاشور;دار النهضة العربية;1991;بيروت;;327.09/58
16388;الفكر السياسي الإسلامي;عادل ثابت;دار الجامعة الجديدة;2002;القاهرة;;327.09/59
16416;العلاقات الدولية مند معاهدات الصلح 1919 - 1939;إ. ه. كار;دار الجيل;1992;بيروت;;327.09/60
16417;تاريخ الفكر السياسي من الدولة القومية إلى الدولة الأممية .;جان جاك شوفالييه;المؤسسة الجامعية للدراسات والنشر والتوزيع;2002;بيروت;ط. 2;327.09/61
16425;تاريخ الشعوب الإسلامية : العصر الحديث;عبد العزيز نوار;دار الفكر العربي;1998;القاهرة;;327.09/62
16428;اليونان;حسين الشيخ;دار المعرفة الجامعية;;الإسكندرية;;327.09/63
16443;الرومان;حسين الشيخ;دار المعرفة الجامعية;2004;القاهرة;;327.09/65
16447;معالم الإمبراطورية البيزنطية : مدخل لدراسة التاريخ السياسي الحربي;محمود سعيد ةعمران;دار النهضة العربية;1981;بيروت;;327.09/66
16449;الإمارات من الإستعمار إلى الإستقلال;محمد حسن العيدروس;دار الكتاب الحديث;2002;القاهرة;;327.09/67
16452;تاريخ الولايات المتحدة الأمريكية : من القرن السادس عشر حتى القرن العشرين;عبد العزيز سليمان نور;دار الفكر العربي;1999;القاهرة;;327.09/68
16454;الأصول التاريخية للعلاقات العربية الإفريقية;جمال زكرياء قاسم;دار الفكر العربي;1999;القاهرة;;327.09/69
16457;الإمارات بين الماضي والحاضر;محمد حسن العيدروس;دار الكتاب الحديث;2002;القاهرة;;327.09/70
